1000	_SWBUFS
1001	_HOBUFS
1002	_DMBUFS
1003	_MVIAD
1004	_HVIAD
1005	_HDLRST
1006	_BBSFVC
1008	_BBSDSC
1009	_MXMSSZ
100	_CHIMOVE
1010	__DOS_CLOSE
1011	__DOS_OPEN
1012	_SETMODE
1013	_FTIME
1014	_SCANCH
1015	_GLOBALGO
1016	_PRFASC
1017	_DFTUID
101	_CHISET
1020	_LNGSWT
1021	_MONAME
1022	_NCUDNT
1023	_CHKUID
1024	_RELOG
1025	_DECUSR
1026	_DECUSN
1027	_DECUSP
1028	_DECUAP
1029	_DECCST
102	_CHKDFT
1030	_DECDFT
1031	_DECLOG
1032	_DECSUP
1033	_DECTDY
1034	_DECCAL
1035	_DEC15S
1036	_DECCRD
1037	_LONAUD
1038	_LONCDI
1039	_FNEXT
103	_CHNEMD
1040	_UL2AS
1041	_STRSTP
1042	_MEMSTP
1043	_MKDOSN
1044	_UNTAG
1045	_NUMFTG
1046	_RMVTAG
1048	_SYSCYC
1049	_CHNCYC
104	_CHOOSE
1050	_LSTUNM
1051	_NEWUNM
1052	_FIRSTWD
1053	_NEXTWD
1054	_RCDBAUD
1055	_SHOMAL
1056	_GRTSUB
1057	_NUMCDI
1058	_HDLRLG
1059	_LNGTCK
105	_CHOOUT
1060	_HDLZAP
1061	_TFCCHG
1062	_SYSTEM
1063	_SPAWNL
1064	_ERRNO
1065	_NUMONL
1066	_FSDCHI
1067	_HDLGPR
1068	_ACTDET
1069	_STRRPL
106	_CHOOWD
1070	_DELDIR
1071	_CNTDIRS
1072	_NUMDIRS
1073	_DELDIRERR
1074	_OUTATA
1075	_HDLSMP
1076	_CHKACC
1077	_CHKPSW
1078	_CNCBGW
1079	_NINGRP
107	_CHROPT
1080	_BEG_PHASE
1081	_END_PHASE
1082	_RPTPHS
1083	_PSTPHS
1084	_UNIQFN
1085	_SDLLINFO
1086	_SHOSTACK
1087	_SFTRAK
1088	_SLTRAK
1089	_MXBAUDL
108	_CLFILE
1090	_TFSPTH
1091	_MDMATZ
1092	_MDMBSY
1093	_MDMNAN
1094	_KEYSBB
1095	_GLOBGO
1096	_MEMDBGRPT
1097	_CKSUM8
1098	_CKSUM16
1099	_MEMDBG
109	_CLOCK
10	__CREAT
1100	_AABBTVL
1101	_STPBTVL
1102	_UNLBTV
1103	_WSLBTV
1104	_ISWRITE
1105	_CRC16
1106	_CRC32
1107	_ASUPQ
1108	_SUPHDR
1109	_SUPEND
110	_CLOSE
1110	_SUPFRM
1111	_SAVUSR
1112	_B2CCVT
1113	_C2BCVT
1114	_PAGEROU
1115	_CSPAGEROU
1116	_GLBKEY
1117	_GPAGINT
1118	_PAGESET
1119	_NRECCL
111	_CLREOL
1120	_SYSREC
1121	_RECENTS
1122	_LANGCHG
1123	__FULLPATH
1124	_NORMSPEC
1125	_FPUTS
1126	_GMKDIR
1127	_FILNPART
1128	_PATHPART
1129	_STDMCHK
112	_CLRINP
1130	_INCUSR
1131	_AXSCHG
1132	_CENTURY
1133	_V2DDAT
1134	_V2DTIM
1135	_V2SDAT
1136	_V2STIM
1137	_D2VDAT
1138	_S2VDAT
1139	_INFSD
113	_CLRPRF
1140	_PSMATMS
1141	_SPAGESET
1142	_STLCAT
1143	_REFLOW
1144	_NAMTMP
1145	_ITEMIDXD
1146	_ITEMIDX
1147	_ITEMCNTD
1148	_ITEMCNT
1149	_DOVECS
114	_CLRXRF
1150	_CONHDL
1151	_DSCHDL
1152	_MCUHDL
1153	_DLAHDL
1154	_FINHDL
1155	_FFINHDL
1156	_HOOK_FINALSHUTDOWN
1157	_TMPNAM
1158	_CSVCRR
1159	_FIXPTH
115	_CLS
1160	_UDWRAP
1161	_SHORTM
1162	_PFCEIL
1163	_S2AAHDL
1164	_S2CSHDL
1165	_HOOK_SWT2AA
1166	_HOOK_SWT2CS
1167	_NEWPOOL
1168	_RSVAREA
1169	_UNRAREA
116	_CLSBB
1170	_HOOK_ANNOUNCE
1171	_ADDANNOM
1172	_ADDANNO
1173	_ANNOHDL
1174	_DCLANNO
1175	_ANNOMEM
1176	_ABSDTDY
1177	_ISMYREQ
1178	_GNUMDB
1179	_CURMBK
117	_CLSBTV
1180	_BBSCON
1181	_EDTPFN
1182	_HANGUPS
1183	_MSTSCAN
1184	_SNUMDB
1185	_INFSDHUP
1186	_FOPAVL
1187	_ACNMB
1188	_SETBBYE
1189	_SCNMDF
118	_CLSHEAD
1190	_MDFODMD
1191	_BGNEDT
1192	_EDTIMR
1193	_ISFXVAL
1194	_LSFXVAL
1195	_RSPTIM
1196	_VALLON
1197	_BYENDL
1198	_STRINS
1199	_USRFLAGS
119	_CLSMSG
11	__CTYPE
1200	_OPNBTVL
1201	_NMALLOC
1202	_NMSKIP
1203	_NMSCTR
1204	_NMSPEC
1205	_NMBUST
1206	_NMLINR
1207	_NMFREE
1208	_LSTALCPHS
1209	_LSTALCSIZ
120	_CLSPTR
1210	_GOODCPTR
1211	_ALCDBG
1212	_ASTMODE
1213	_GALASTFAIL
1214	_ASTRPTFIL
1215	_BTVUPTR
1216	_BTVERRPTR
1217	__LOCALECONVENTION
121	_CNCALL
122	_CNCCHR
124	_CNCHEX
125	_CNCINT
126	_CNCLON
127	_CNCNUM
128	_CNCSIG
129	_CNCUID
12	__DOS_GETFILEATTR
1300	_CRCTAB
1301	_CR3TAB
1302	_CATRPT
1303	_PLSTAK
1304	_CATBPSAV
1305	_CATACT
1306	_INEDIT
1307	_AREAPTR
1308	_GLBKEYI
1309	_GOODBLK
130	_CNCWRD
1310	_SAPSUP
1311	_SAPPRP
1312	_SAPREP
1313	_ISERRF
1314	_GPIROU
1315	_LOKNAM
1316	_LOW_HASKEY
1317	_CLISRV
1318	_IMDROP
1319	_LOCK
131	_CNCYESNO
1320	_UNLOCK
1321	_LOCALTIME
1322	_CHSIZE
1323	_REMOVE
132	_CNTDIR
133	_CNTRBTV
134	_COFDAT
135	_COLOR
136	_COMPANY
137	_CONDEX
138	_CORELEFT
139	_CPUTYPE
13	__DOS_SETFILEATTR
140	_CPYKEY
141	_CRDUSR
142	_CREATNEW
143	_CREATTEMP
144	_CRTBTV
145	_CRTCLASS
146	_CURCURS
147	_CURCURX
148	_CURCURY
149	_CURSACT
14	__DOSERROR
150	_CURSIZ
151	_CURUSR
152	_CVTSCN
153	_DATAPH
154	_DATOFC
155	_DAYTODAY
156	_DBYTES
157	_DCDATE
158	_DCLVDA
159	_DCTIME
15	__EXIT
